summary,config,name
"{'_runtime': 928, '_step': 0, '_timestamp': 1767725949.0994637, '_wandb': {'runtime': 928}, 'final_mean': 125.31428571428572, 'final_sd': 20.66297092256916}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 517, 'batch_size': 64, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1043
"{'_runtime': 915, '_step': 0, '_timestamp': 1767726699.549779, '_wandb': {'runtime': 915}, 'final_mean': 167.38571428571427, 'final_sd': 3.217331889904415}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 518, 'batch_size': 64, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1056
"{'_runtime': 737, '_step': 0, '_timestamp': 1767726708.7199476, '_wandb': {'runtime': 737}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 519, 'batch_size': 64, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1059
"{'_runtime': 962, '_step': 0, '_timestamp': 1767727685.6425264, '_wandb': {'runtime': 962}, 'final_mean': 261.7142857142857, 'final_sd': 6.150825396743473}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 520, 'batch_size': 64, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1112
"{'_runtime': 903, '_step': 0, '_timestamp': 1767727634.985988, '_wandb': {'runtime': 903}, 'final_mean': 255.0142857142857, 'final_sd': 3.3826990793188343}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 501, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1112
"{'_runtime': 1074, '_step': 0, '_timestamp': 1767728850.9958117, '_wandb': {'runtime': 1074}, 'final_mean': 457.4142857142857, 'final_sd': 32.80526650103732}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 502, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1129
"{'_runtime': 869, '_step': 0, '_timestamp': 1767729161.4272184, '_wandb': {'runtime': 869}, 'final_mean': 190.07142857142856, 'final_sd': 19.479162073919937}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 503, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1138
"{'_runtime': 1193, '_step': 0, '_timestamp': 1767730090.434161, '_wandb': {'runtime': 1193}, 'final_mean': 435.48571428571427, 'final_sd': 7.577679360450397}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 504, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1148
"{'_runtime': 990, '_step': 0, '_timestamp': 1767730195.4064434, '_wandb': {'runtime': 990}, 'final_mean': 161.65714285714284, 'final_sd': 3.0513964685309687}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 505, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1153
"{'_runtime': 1052, '_step': 0, '_timestamp': 1767731210.372653, '_wandb': {'runtime': 1052}, 'final_mean': 107.04285714285714, 'final_sd': 2.134316312651192}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 506, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1209
"{'_runtime': 1075, '_step': 0, '_timestamp': 1767731335.7592554, '_wandb': {'runtime': 1075}, 'final_mean': 458.24285714285713, 'final_sd': 136.3784058853774}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 507, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1211
"{'_runtime': 1449, '_step': 0, '_timestamp': 1767732680.9578245, '_wandb': {'runtime': 1449}, 'final_mean': 498.25714285714287, 'final_sd': 10.302129758017047}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 508, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1227
"{'_runtime': 1088, '_step': 0, '_timestamp': 1767732446.1421378, '_wandb': {'runtime': 1088}, 'final_mean': 303.92857142857144, 'final_sd': 213.67393860931267}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 509, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1229
"{'_runtime': 1228, '_step': 0, '_timestamp': 1767733699.6014404, '_wandb': {'runtime': 1228}, 'final_mean': 472.3857142857143, 'final_sd': 82.8836176915116}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 510, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1247
"{'_runtime': 1020, '_step': 0, '_timestamp': 1767733725.9379969, '_wandb': {'runtime': 1020}, 'final_mean': 257.95714285714286, 'final_sd': 4.2676045950382795}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 511, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1251
"{'_runtime': 931, '_step': 0, '_timestamp': 1767734675.050388, '_wandb': {'runtime': 931}, 'final_mean': 106.48571428571428, 'final_sd': 2.4827568613646127}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 512, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1309
"{'_runtime': 976, '_step': 0, '_timestamp': 1767734746.3449402, '_wandb': {'runtime': 976}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 513, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1309
"{'_runtime': 968, '_step': 0, '_timestamp': 1767735782.2753396, '_wandb': {'runtime': 968}, 'final_mean': 91.72857142857144, 'final_sd': 2.1838460736666834}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 514, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1326
"{'_runtime': 859, '_step': 0, '_timestamp': 1767736249.485347, '_wandb': {'runtime': 859}, 'final_mean': 124.98571428571428, 'final_sd': 79.65200972393117}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 515, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1336
"{'_runtime': 1252, '_step': 0, '_timestamp': 1767737056.8889756, '_wandb': {'runtime': 1252}, 'final_mean': 465.7142857142857, 'final_sd': 123.61982536992114}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 516, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1343
"{'_runtime': 861, '_step': 0, '_timestamp': 1767737134.5810077, '_wandb': {'runtime': 861}, 'final_mean': 132.0142857142857, 'final_sd': 4.476902172398286}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 517, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1351
"{'_runtime': 1498, '_step': 0, '_timestamp': 1767738588.45359, '_wandb': {'runtime': 1498}, 'final_mean': 491.4428571428571, 'final_sd': 19.3010996831681}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 518, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1404
"{'_runtime': 1086, '_step': 0, '_timestamp': 1767738249.4290884, '_wandb': {'runtime': 1086}, 'final_mean': 443.57142857142856, 'final_sd': 128.1415034169616}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 519, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1406
"{'_runtime': 1023, '_step': 0, '_timestamp': 1767739316.6284735, '_wandb': {'runtime': 1023}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 520, 'batch_size': 128, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1424
"{'_runtime': 1069, '_step': 0, '_timestamp': 1767739703.9141235, '_wandb': {'runtime': 1069}, 'final_mean': 97.04285714285714, 'final_sd': 3.253287191598738}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 501, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1430
"{'_runtime': 946, '_step': 0, '_timestamp': 1767740284.44359, '_wandb': {'runtime': 946}, 'final_mean': 79.5, 'final_sd': 2.9313575597079833}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 502, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1442
"{'_runtime': 956, '_step': 0, '_timestamp': 1767740681.5739975, '_wandb': {'runtime': 956}, 'final_mean': 486.8857142857143, 'final_sd': 76.46895595265963}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 503, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1448
"{'_runtime': 1382, '_step': 0, '_timestamp': 1767742120.973618, '_wandb': {'runtime': 1382}, 'final_mean': 391.72857142857146, 'final_sd': 111.86266087465997}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 504, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1505
"{'_runtime': 1147, '_step': 0, '_timestamp': 1767741945.6814272, '_wandb': {'runtime': 1147}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 505, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1506
"{'_runtime': 1314, '_step': 0, '_timestamp': 1767743285.242679, '_wandb': {'runtime': 1314}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 506, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1526
"{'_runtime': 1086, '_step': 0, '_timestamp': 1767743231.6016252, '_wandb': {'runtime': 1086}, 'final_mean': 486.1142857142857, 'final_sd': 80.96693202556618}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 507, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1529
"{'_runtime': 1432, '_step': 0, '_timestamp': 1767744686.201793, '_wandb': {'runtime': 1432}, 'final_mean': 131.42857142857142, 'final_sd': 4.072806784275533}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 508, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1547
"{'_runtime': 1240, '_step': 0, '_timestamp': 1767744545.228865, '_wandb': {'runtime': 1240}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 509, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1548
"{'_runtime': 1041, '_step': 0, '_timestamp': 1767745606.8292494, '_wandb': {'runtime': 1041}, 'final_mean': 147.05714285714285, 'final_sd': 30.154310620201414}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 510, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1609
"{'_runtime': 1112, '_step': 0, '_timestamp': 1767745822.2968748, '_wandb': {'runtime': 1112}, 'final_mean': 110.55714285714286, 'final_sd': 3.3536151678267365}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 511, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1611
"{'_runtime': 1089, '_step': 0, '_timestamp': 1767746742.2484014, '_wandb': {'runtime': 1089}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 512, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1627
"{'_runtime': 1141, '_step': 0, '_timestamp': 1767747008.9866176, '_wandb': {'runtime': 1141}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 513, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1631
"{'_runtime': 1484, '_step': 0, '_timestamp': 1767748251.0708108, '_wandb': {'runtime': 1484}, 'final_mean': 500, 'final_sd': 0}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 514, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1646
"{'_runtime': 1213, '_step': 0, '_timestamp': 1767748246.9349115, '_wandb': {'runtime': 1213}, 'final_mean': 498.0857142857143, 'final_sd': 15.90125139472889}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 515, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1650
"{'_runtime': 1513, '_step': 0, '_timestamp': 1767749780.250554, '_wandb': {'runtime': 1513}, 'final_mean': 455.98571428571427, 'final_sd': 122.54194533851232}","{'agent': {'tau': 0.015, 'name': 'Step4_DQNAgent', 'gamma': 0.979669671, 'epsilon_min': 0.01, 'epsilon_decay': 0.983, 'epsilon_start': 1, 'learning_rate': 0.00304}, 'memory': {'capacity': 40000}, 'network': {'type': 'MLP'}, 'training': {'main_seed': 516, 'batch_size': 256, 'num_episodes': 500, 'initial_collect_size': 1000}, 'evaluator': {'n_eval': 70}, 'environment': {'name': 'CartPole-v1', 'render_mode': None, 'max_episode_steps': 500}}",Step4_DQNAgent-20260107-1711
